    8.50000e+00    8.50000e+00    2.15253e+01    4.95107e+00
    8.50000e+00    2.45000e+01    2.06091e+01    4.79084e+00
    8.50000e+00    4.05000e+01    1.95846e+01    4.59786e+00
    8.50000e+00    5.65000e+01    1.84398e+01    4.37075e+00
    8.50000e+00    7.25000e+01    1.71694e+01    4.10839e+00
    8.50000e+00    8.85000e+01    1.57747e+01    3.80960e+00
    8.50000e+00    1.04500e+02    1.42619e+01    3.47238e+00
    8.50000e+00    1.20500e+02    1.26365e+01    3.09295e+00
    8.50000e+00    1.36500e+02    1.08951e+01    2.66407e+00
    8.50000e+00    1.52500e+02    9.00842e+00    2.17128e+00
    8.50000e+00    1.68500e+02    6.88281e+00    1.58149e+00
    8.50000e+00    1.84500e+02    4.57000e+00    8.00000e-01
    8.50000e+00    2.00500e+02    4.01000e+00   -2.10000e-01
    8.50000e+00    2.16500e+02    1.54243e+00   -6.94025e-01
    8.50000e+00    2.32500e+02   -1.90994e-11   -8.60000e-01
    8.50000e+00    2.48500e+02    1.77000e+00   -9.20000e-01
    8.50000e+00    2.64500e+02    1.18916e+00   -1.11296e+00
    8.50000e+00    2.80500e+02    4.67102e-01   -1.53889e+00
    8.50000e+00    2.96500e+02   -7.22167e-02   -2.00701e+00
    8.50000e+00    3.12500e+02   -4.58160e-01   -2.43256e+00
    8.50000e+00    3.28500e+02   -7.20540e-01   -2.79689e+00
    8.50000e+00    3.44500e+02   -8.91456e-01   -3.10723e+00
    8.50000e+00    3.60500e+02   -1.00782e+00   -3.38012e+00
    8.50000e+00    3.76500e+02   -1.10854e+00   -3.63363e+00
    8.50000e+00    3.92500e+02   -1.22598e+00   -3.88091e+00
    8.50000e+00    4.08500e+02   -1.37375e+00   -4.12323e+00
    8.50000e+00    4.24500e+02   -1.53260e+00   -4.33978e+00
    8.50000e+00    4.40500e+02   -1.63282e+00   -4.45912e+00
    8.50000e+00    4.56500e+02   -1.55390e+00   -4.28883e+00
    8.50000e+00    4.72500e+02   -1.53858e+00   -3.86058e+00
    8.50000e+00    4.88500e+02   -2.38876e+00   -3.92248e+00
    8.50000e+00    5.04500e+02   -3.82554e+00   -4.57383e+00
    8.50000e+00    5.20500e+02   -5.37762e+00   -5.53691e+00
    8.50000e+00    5.36500e+02   -6.80679e+00   -6.54078e+00
    8.50000e+00    5.52500e+02   -7.94070e+00   -7.33567e+00
    8.50000e+00    5.68500e+02   -8.61878e+00   -7.69977e+00
    8.50000e+00    5.84500e+02   -8.70463e+00   -7.46449e+00
    8.50000e+00    6.00500e+02   -8.13594e+00   -6.55681e+00
    8.50000e+00    6.16500e+02   -6.98535e+00   -5.04021e+00
    8.50000e+00    6.32500e+02   -5.48450e+00   -3.12114e+00
    8.50000e+00    6.48500e+02   -3.97012e+00   -1.09873e+00
    8.50000e+00    6.64500e+02   -2.75912e+00    7.30809e-01
